epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,470.716,1.97615,1.06465,0.87691,0.78309,0.66667,0.70911,0.30031,1.85174,0.95981,0.89668,0.0009605,0.0009605,0.0009605
107,475.084,1.96829,1.0618,0.86526,0.75395,0.66022,0.67999,0.28788,1.89081,0.98901,0.90714,0.0009506,0.0009506,0.0009506
108,479.462,1.94636,1.04122,0.87106,0.7939,0.67174,0.71434,0.29855,1.88542,0.93971,0.9036,0.0009407,0.0009407,0.0009407
109,483.848,1.98157,1.04546,0.87312,0.76544,0.6692,0.6999,0.28892,1.88484,1.01945,0.90149,0.0009308,0.0009308,0.0009308
110,488.247,1.99291,1.08598,0.8724,0.79464,0.65653,0.711,0.29358,1.89548,0.98265,0.90755,0.0009209,0.0009209,0.0009209
111,492.604,1.96251,1.06781,0.86665,0.81353,0.66907,0.72823,0.30862,1.85735,0.94376,0.89912,0.000911,0.000911,0.000911
112,497.25,1.9113,1.02586,0.87124,0.8135,0.66342,0.71836,0.29498,1.87662,0.95962,0.9028,0.0009011,0.0009011,0.0009011
113,501.645,1.97894,1.05747,0.88112,0.77332,0.67453,0.71012,0.29541,1.85592,1.0024,0.89981,0.0008912,0.0008912,0.0008912
114,505.943,1.97032,1.04896,0.87348,0.7871,0.68314,0.72513,0.30818,1.85129,0.94228,0.89728,0.0008813,0.0008813,0.0008813
115,510.361,1.96618,1.03059,0.87181,0.82787,0.66793,0.72215,0.30432,1.8649,0.94561,0.90184,0.0008714,0.0008714,0.0008714
116,514.756,1.95464,1.04653,0.86692,0.80806,0.66033,0.71518,0.29784,1.87112,0.98823,0.89987,0.0008615,0.0008615,0.0008615
117,519.177,1.91785,1.02618,0.87074,0.81428,0.66413,0.7281,0.30357,1.85396,0.94088,0.89687,0.0008516,0.0008516,0.0008516
118,523.955,1.95323,1.04382,0.86494,0.7997,0.66796,0.71822,0.2925,1.86615,0.93907,0.90081,0.0008417,0.0008417,0.0008417
119,528.404,1.9337,1.05348,0.86485,0.77991,0.6647,0.70038,0.29838,1.84572,0.95084,0.90096,0.0008318,0.0008318,0.0008318
120,532.665,1.93587,1.01174,0.86711,0.81301,0.64639,0.70557,0.29116,1.8901,0.92015,0.90091,0.0008219,0.0008219,0.0008219
121,537.056,1.94149,1.03058,0.86462,0.80685,0.6692,0.7219,0.29615,1.87623,0.94258,0.9006,0.000812,0.000812,0.000812
122,541.472,1.90114,1.01093,0.85997,0.80263,0.66667,0.7263,0.30299,1.87529,0.94259,0.90115,0.0008021,0.0008021,0.0008021
123,545.868,1.92021,1.02675,0.87483,0.79891,0.65962,0.71426,0.29522,1.85741,0.99672,0.90219,0.0007922,0.0007922,0.0007922
124,550.118,1.94216,1.02504,0.86449,0.81123,0.65272,0.72442,0.29581,1.87726,0.95383,0.89704,0.0007823,0.0007823,0.0007823
125,554.591,1.92818,1.01119,0.86283,0.78239,0.67554,0.71712,0.29978,1.88044,0.94207,0.89712,0.0007724,0.0007724,0.0007724
126,558.928,1.90545,1.02442,0.86574,0.7848,0.68568,0.72521,0.30548,1.8374,0.93338,0.89874,0.0007625,0.0007625,0.0007625
127,563.467,1.90285,1.01257,0.86197,0.82847,0.655,0.73055,0.30537,1.86181,0.93756,0.89727,0.0007526,0.0007526,0.0007526
128,567.8,1.92338,1.02957,0.85724,0.80667,0.67163,0.72598,0.3023,1.90329,0.94732,0.90351,0.0007427,0.0007427,0.0007427
129,572.141,1.95995,1.05381,0.86974,0.79049,0.66667,0.72736,0.29932,1.84158,0.93225,0.90086,0.0007328,0.0007328,0.0007328
130,576.58,1.89584,1.01105,0.8559,0.81294,0.67807,0.73074,0.30301,1.89663,0.93864,0.90329,0.0007229,0.0007229,0.0007229
131,581.007,1.93016,1.03919,0.86475,0.79114,0.67174,0.70359,0.28878,1.89359,0.95343,0.90275,0.000713,0.000713,0.000713
132,585.47,1.90958,1.03473,0.86299,0.79936,0.66286,0.70964,0.29806,1.84501,0.91708,0.8987,0.0007031,0.0007031,0.0007031
133,589.912,1.90732,1.01537,0.85674,0.81143,0.6599,0.71094,0.29749,1.85087,0.93775,0.902,0.0006932,0.0006932,0.0006932
134,594.4,1.93055,1.04828,0.8662,0.79897,0.6498,0.71895,0.31131,1.83207,0.92861,0.89514,0.0006833,0.0006833,0.0006833
135,598.986,1.90982,1.00268,0.86977,0.77804,0.67681,0.71332,0.30036,1.8927,0.95907,0.89878,0.0006734,0.0006734,0.0006734
136,603.592,1.90157,0.99158,0.86686,0.8018,0.67166,0.72364,0.30196,1.88386,0.9329,0.89329,0.0006635,0.0006635,0.0006635
137,608.163,1.88163,1.00954,0.86726,0.80475,0.66413,0.72128,0.30181,1.86029,0.95733,0.89628,0.0006536,0.0006536,0.0006536
138,612.482,1.91566,1.02412,0.86182,0.82585,0.64766,0.72098,0.30068,1.8551,0.94754,0.8971,0.0006437,0.0006437,0.0006437
139,616.689,1.90397,1.01511,0.85995,0.81902,0.66667,0.72872,0.29563,1.86454,0.92774,0.89555,0.0006338,0.0006338,0.0006338
140,620.81,1.91265,1.01511,0.85841,0.82656,0.67045,0.73631,0.30726,1.80481,0.932,0.89936,0.0006239,0.0006239,0.0006239
141,625.269,1.90664,1.00347,0.86053,0.79143,0.67047,0.71208,0.30204,1.86106,0.92598,0.90112,0.000614,0.000614,0.000614
142,629.574,1.89815,1.00295,0.86661,0.77366,0.66793,0.70269,0.29629,1.87774,0.93215,0.89994,0.0006041,0.0006041,0.0006041
143,633.96,1.89485,1.00862,0.85773,0.843,0.65146,0.71991,0.30013,1.86609,0.9646,0.9012,0.0005942,0.0005942,0.0005942
144,638.291,1.87953,0.99384,0.86037,0.82603,0.66195,0.71314,0.29676,1.86102,0.9475,0.89897,0.0005843,0.0005843,0.0005843
145,642.493,1.90463,0.99501,0.86241,0.81539,0.66615,0.72688,0.31192,1.87022,0.90786,0.89715,0.0005744,0.0005744,0.0005744
